,artist,track,timeInS,date.entered,date.peaked,week,chart pos
22515,Sisqo,Incomplete,232,2000-06-24,2000-08-12,72,
22516,Lonestar,Amazed,265,1999-06-05,2000-03-04,72,
22517,N'Sync,It's Gonna Be Me,190,2000-05-06,2000-07-29,72,
22518,"Aguilera, Christina",What A Girl Wants,198,1999-11-27,2000-01-15,72,
22519,Vertical Horizon,Everything You Want,241,2000-01-22,2000-07-15,72,
22520,Creed,With Arms Wide Open,232,2000-05-13,2000-11-11,72,
22521,Aaliyah,Try Again,243,2000-03-18,2000-06-17,72,
22522,matchbox twenty,Bent,252,2000-04-29,2000-07-22,72,
22523,"Carey, Mariah",Thank God I Found You,254,1999-12-11,2000-02-19,72,
22524,"Hill, Faith",Breathe,244,1999-11-06,2000-04-22,72,
22525,Mya,Case Of The Ex (Whatcha Gonna Do),230,2000-08-19,2000-12-02,72,
22526,Dream,He Loves U Not,223,2000-09-30,2000-12-30,72,
22527,"Braxton, Toni",He Wasn't Man Enough,261,2000-03-18,2000-05-06,72,
22528,"Anthony, Marc",You Sang To Me,230,2000-02-26,2000-06-03,72,
22529,98¡,Give Me Just One Night (Una Noche),204,2000-08-19,2000-09-30,72,
22530,Destiny's Child,Jumpin' Jumpin',228,2000-05-13,2000-08-19,72,
22531,3 Doors Down,Kryptonite,233,2000-04-08,2000-11-11,72,
22532,Sisqo,Thong Song,245,2000-01-29,2000-05-20,72,
22533,"Aguilera, Christina",I Turn To You,240,2000-04-15,2000-07-01,72,
22534,"Houston, Whitney",My Love Is Your Love,256,1999-09-04,2000-01-08,72,
22535,Joe,I Wanna Know,297,2000-01-01,2000-07-01,72,
22536,"Jordan, Montell",Get It On.. Tonite,274,1999-10-23,2000-02-12,72,
22537,N'Sync,Bye Bye Bye,195,2000-01-29,2000-04-15,72,
22538,Eminem,The Real Slim Shady,282,2000-05-06,2000-06-24,72,
22539,Pink,Most Girls,246,2000-08-12,2000-11-25,72,
22540,"Mumba, Samantha",Gotta Tell You,199,2000-09-09,2000-12-09,72,
22541,Blaque,Bring It All To Me,226,1999-10-23,2000-01-22,72,
22542,"Elliott, Missy ""Misdemeanor""",Hot Boyz,231,1999-11-27,2000-01-08,72,
22543,"Gray, Macy",I Try,232,2000-02-19,2000-05-20,72,
22544,N'Sync,This I Promise You,263,2000-09-30,2000-12-02,72,
22545,Ruff Endz,No More,236,2000-07-01,2000-09-02,72,
22546,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,234,2000-01-01,2000-03-18,72,
22547,Nine Days,Absolutely (Story Of A Girl),189,2000-05-06,2000-07-22,72,
22548,"Dion, Celine",That's The Way It Is,243,1999-11-13,2000-03-04,72,
22549,Blink-182,All The Small Things,172,1999-12-04,2000-02-19,72,
22550,Eiffel 65,Blue (Da Ba Dee),209,1999-12-11,2000-01-29,72,
22551,"Badu, Erkyah",Bag Lady,303,2000-08-19,2000-10-07,72,
22552,Pink,There U Go,203,2000-03-04,2000-04-08,72,
22553,Creed,Higher,316,1999-09-11,2000-07-22,72,
22554,Nelly,(Hot S**t) Country Grammar,257,2000-04-29,2000-09-16,72,
22555,Next,Wifey,243,2000-05-27,2000-09-09,72,
22556,Kenny G,Auld Lang Syne (The Millenium Mix),470,1999-12-25,2000-01-08,72,
22557,Sonique,It Feels So Good,228,2000-01-22,2000-04-22,72,
22558,"Spears, Britney",Oops!.. I Did It Again,210,2000-04-22,2000-06-10,72,
22559,"Backstreet Boys, The",Shape Of My Heart,229,2000-10-14,2000-12-02,72,
22560,Everclear,Wonderful,270,2000-07-08,2000-09-30,72,
22561,Ja Rule,Between Me And You,245,2000-09-16,2000-11-18,72,
22562,"Rimes, LeAnn",I Need You,222,2000-05-27,2000-08-12,72,
22563,Smash Mouth,Then The Morning Comes,184,1999-10-30,2000-01-29,72,
22564,Jay-Z,I Just Wanna Love U (Give It 2 Me),230,2000-10-28,2000-12-30,72,
22565,Jagged Edge,Let's Get Married,263,2000-05-06,2000-07-29,72,
22566,Filter,Take A Picture,263,1999-11-27,2000-02-05,72,
22567,"Martin, Ricky",She Bangs,242,2000-10-07,2000-12-02,72,
22568,Mystikal,Shake Ya Ass,286,2000-08-12,2000-10-28,72,
22569,BBMak,Back Here,215,2000-04-29,2000-07-29,72,
22570,"Spears, Britney",From The Bottom Of My Broken Heart,270,2000-01-29,2000-02-26,72,
22571,Third Eye Blind,Never Let You Go,237,2000-01-22,2000-04-01,72,
22572,Red Hot Chili Peppers,Otherside,253,2000-02-12,2000-05-27,72,
22573,Profyle,Liar,237,2000-09-16,2000-10-28,72,
22574,Barenaked Ladies,Pinch Me,226,2000-09-09,2000-11-25,72,
22575,Jagged Edge,He Can't Love U,210,1999-12-11,2000-01-08,72,
22576,504 Boyz,Wobble Wobble,215,2000-04-15,2000-05-06,72,
22577,Sting,Desert Rose,232,2000-05-13,2000-08-26,72,
22578,Jay-Z,Big Pimpin',235,2000-04-22,2000-07-08,72,
22579,Kid Rock,Only God Knows Why,327,2000-02-19,2000-04-15,72,
22580,Foo Fighters,Learn To Fly,235,1999-10-16,2000-01-22,72,
22581,"Dixie Chicks, The",Goodbye Earl,259,2000-03-18,2000-05-06,72,
22582,Guy,Dancin',248,1999-12-18,2000-01-01,72,
22583,Lil Bow Wow,Bounce With Me,202,2000-08-19,2000-09-16,72,
22584,Westlife,Swear It Again,247,2000-04-01,2000-07-01,72,
22585,Train,Meet Virginia,235,1999-10-09,2000-01-22,72,
22586,"Thomas, Carl",I Wish,230,2000-03-25,2000-05-13,72,
22587,Hanson,This Time Around,254,2000-04-22,2000-05-06,72,
22588,"Simpson, Jessica",I Think I'm In Love With You,212,2000-07-01,2000-08-12,72,
22589,Ludacris,What's Your Fantasy,256,2000-09-30,2000-12-16,72,
22590,Lil' Zane,Callin' Me,223,2000-07-29,2000-09-02,72,
22591,M2M,Don't Say You Love Me,221,1999-11-20,2000-01-08,72,
22592,SoulDecision,Faded,205,2000-07-08,2000-09-09,72,
22593,"Brock, Chad",Yes!,202,2000-04-08,2000-07-01,72,
22594,"Martin, Ricky",Shake Your Bon-Bon,188,1999-11-20,2000-02-12,72,
22595,Vertical Horizon,You're A God,225,2000-08-26,2000-11-04,72,
22596,Avant,Separated,253,2000-04-29,2000-05-20,72,
22597,"Rimes, LeAnn",Big Deal,183,1999-10-16,2000-01-01,72,
22598,IMx,Stay The Night,217,1999-10-09,2000-01-08,72,
22599,Dr. Dre,The Next Episode,158,2000-05-27,2000-07-29,72,
22600,"Spears, Britney",Lucky,203,2000-08-12,2000-09-09,72,
22601,Savage Garden,Crash And Burn,281,2000-04-08,2000-05-27,72,
22602,Kandi,Don't Think I'm Not,230,2000-08-05,2000-10-07,72,
22603,Sammie,I Like It,249,2000-01-29,2000-04-15,72,
22604,Goo Goo Dolls,Broadway,234,2000-04-22,2000-07-01,72,
22605,"Moore, Mandy",I Wanna Be With You,252,2000-06-17,2000-08-12,72,
22606,Dr. Dre,Forgot About Dre,222,2000-01-22,2000-03-25,72,
22607,D'Angelo,Untitled (How Does It Feel),430,2000-01-22,2000-02-19,72,
22608,"Messina, Jo Dee",That's The Way,197,2000-06-24,2000-08-26,72,
22609,Avant,My First Love,268,2000-11-04,2000-12-16,72,
22610,Son By Four,A Puro Dolor (Purest Of Pain),210,2000-04-08,2000-08-19,72,
22611,Da Brat,What'Chu Like,237,2000-06-03,2000-08-12,72,
22612,DMX,Party Up (Up In Here),225,2000-02-26,2000-04-22,72,
22613,"Dixie Chicks, The",Cowboy Take Me Away,291,1999-11-27,2000-01-29,72,
22614,"McGraw, Tim",My Next Thirty Years,217,2000-10-21,2000-12-16,72,
22615,"Tritt, Travis",Best Of Intentions,255,2000-08-19,2000-12-02,72,
22616,Alice Deejay,Better Off Alone,410,2000-04-08,2000-06-03,72,
22617,Hoku,Another Dumb Blonde,227,2000-02-19,2000-04-08,72,
22618,"Houston, Whitney",I Learned From The Best,258,2000-02-19,2000-03-25,72,
22619,Counting Crows,Hanginaround,247,1999-11-06,2000-01-29,72,
22620,Mary Mary,Shackles (Praise You),192,2000-03-25,2000-05-13,72,
22621,"Carey, Mariah",Crybaby,319,2000-06-24,2000-06-24,72,
22622,"McGraw, Tim",My Best Friend,273,1999-11-27,2000-01-29,72,
22623,Sugar Ray,Falls Apart,255,2000-01-15,2000-02-19,72,
22624,Madonna,American Pie,270,2000-02-19,2000-03-04,72,
22625,"Jones, Donell",Where I Wanna Be,382,2000-04-22,2000-07-08,72,
22626,"Paisley, Brad",We Danced,225,2000-10-14,2000-12-16,72,
22627,Lonestar,What About Now,210,2000-06-10,2000-08-19,72,
22628,"Backstreet Boys, The",The One,226,2000-05-27,2000-07-01,72,
22629,"Keith, Toby",How Do You Like Me Now?!,209,2000-01-29,2000-04-08,72,
22630,"Strait, George",The Best Day,204,2000-01-29,2000-04-22,72,
22631,"Dixie Chicks, The",Without You,212,2000-10-07,2000-12-23,72,
22632,Musiq,Just Friends (Sunny),242,2000-10-14,2000-12-30,72,
22633,"McEntire, Reba",What Do You Say,206,1999-10-30,2000-01-29,72,
22634,"Braxton, Toni",Just Be A Man About It,250,2000-07-29,2000-09-02,72,
22635,"Iglesias, Enrique",Rhythm Divine,455,1999-12-04,2000-01-22,72,
22636,"Fabian, Lara",I Will Love Again,223,2000-06-10,2000-08-12,72,
22637,Bon Jovi,It's My Life,224,2000-08-12,2000-09-30,72,
22638,"Evans, Sara",Born To Fly,336,2000-10-21,2000-12-30,72,
22639,"Chesney, Kenny",I Lost It,234,2000-10-21,2000-12-23,72,
22640,J-Shin,One Night Stand,274,1999-12-25,2000-02-26,72,
22641,Eve,Love Is Blind,231,2000-01-08,2000-02-19,72,
22642,Aaliyah,I Don't Wanna,255,2000-01-29,2000-03-04,72,
22643,"Montgomery, John Michael",The Little Girl,232,2000-09-09,2000-10-28,72,
22644,"Carter, Aaron",Aaron's Party (Come Get It),203,2000-08-26,2000-09-16,72,
22645,"Vassar, Phil",Just Another Day In Paradise,234,2000-09-30,2000-12-02,72,
22646,Ice Cube,You Can Do It,260,1999-12-04,2000-01-15,72,
22647,"Wills, Mark",Back At One,240,2000-01-15,2000-02-26,72,
22648,Lucy Pearl,Dance Tonight,225,2000-05-20,2000-07-29,72,
22649,"Jackson, Alan",It Must Be Love,173,2000-06-24,2000-09-02,72,
22650,"Griggs, Andy",She's More,199,2000-03-11,2000-06-10,72,
22651,No Doubt,Simple Kind Of Life,251,2000-07-01,2000-07-22,72,
22652,"Jean, Wyclef",911,240,2000-10-07,2000-11-25,72,
22653,Rascal Flatts,Prayin' For Daylight,216,2000-05-06,2000-08-12,72,
22654,Vitamin C,Graduation (Friends Forever),263,2000-04-15,2000-06-10,72,
22655,"Gilman, Billy",One Voice,247,2000-06-17,2000-09-02,72,
22656,Lonestar,Smile,213,1999-12-18,2000-02-12,72,
22657,"Rogers, Kenny",Buy Me A Rose,226,2000-03-11,2000-05-06,72,
22658,"Lawrence, Tracy",Lessons Learned,175,2000-01-29,2000-04-08,72,
22659,"Strait, George",Go On,228,2000-08-26,2000-10-28,72,
22660,Sisqo,Got To Get It,232,1999-11-20,2000-01-22,72,
22661,Baha Men,Who Let The Dogs Out,197,2000-07-22,2000-10-21,72,
22662,"Walker, Clay",The Chain Of Love,303,2000-04-15,2000-06-10,72,
22663,"McBride, Martina",Love's The Only House,313,2000-02-05,2000-04-15,72,
22664,Amber,Sexual (Li Da Di),278,1999-07-17,2000-02-12,72,
22665,"Tippin, Aaron",Kiss This,173,2000-08-26,2000-10-21,72,
22666,SheDaisy,I Will.. But,220,2000-07-15,2000-09-16,72,
22667,"Raye, Collin",Couldn't Last A Moment,220,2000-03-18,2000-06-24,72,
22668,Black Rob,Whoa!,244,2000-03-04,2000-04-15,72,
22669,"Jackson, Alan",Pop A Top,184,1999-11-13,2000-01-22,72,
22670,"Black, Clint",Been There,328,2000-02-19,2000-04-15,72,
22671,Common,The Light,235,2000-08-05,2000-09-09,72,
22672,"Vassar, Phil",Carlene,247,2000-03-04,2000-04-22,72,
22673,"Jackson, Alan",www.memory,156,2000-11-04,2000-12-23,72,
22674,Vitamin C,The Itch,210,2000-12-02,2000-12-16,72,
22675,"Eastsidaz, The",G'D Up,267,2000-01-08,2000-02-12,72,
22676,Ideal,Whatever,228,2000-06-10,2000-08-19,72,
22677,"Thomas, Carl",Emotional,271,2000-11-25,2000-12-30,72,
22678,Ginuwine,None Of Ur Friends Business,252,1999-12-11,2000-01-22,72,
22679,"Davidson, Clay",Unconditional,236,2000-03-25,2000-06-17,72,
22680,DMX,What You Want,245,2000-07-01,2000-09-23,72,
22681,"John, Elton",Someday Out Of The Blue,281,2000-04-22,2000-05-06,72,
22682,Pearl Jam,Nothing As It Seems,320,2000-05-13,2000-05-13,72,
22683,Mya,The Best Of Me,252,2000-04-15,2000-05-20,72,
22684,"Heatherly, Eric",Flowers On The Wall,196,2000-04-29,2000-08-12,72,
22685,Eminem,Stan,326,2000-11-04,2000-12-02,72,
22686,"McEntire, Reba",I'll Be,263,2000-05-13,2000-07-29,72,
22687,"Lopez, Jennifer",Feelin' Good,268,2000-02-19,2000-04-08,72,
22688,"Urban, Keith",Your Everything,250,2000-07-15,2000-09-16,72,
22689,TLC,Dear Lie,276,2000-02-12,2000-03-04,72,
22690,"Gill, Vince",Feels Like Love,253,2000-09-02,2000-11-18,72,
22691,"Houston, Whitney",Could I Have This Kiss Forever,234,2000-06-17,2000-08-05,72,
22692,Bloodhound Gang,The Bad Touch,260,2000-03-18,2000-04-15,72,
22693,"Williams, Robbie",Angels,236,1999-11-20,2000-01-22,72,
22694,"Messina, Jo Dee",Because You Love Me,230,2000-01-29,2000-03-11,72,
22695,"Keith, Toby",Country Comes To Town,219,2000-08-05,2000-10-14,72,
22696,Beenie Man,Girls Dem Sugar,257,2000-10-21,2000-12-02,72,
22697,"Hill, Faith",Let's Make Love,251,2000-08-12,2000-10-21,72,
22698,Kelis,Caught Out There,249,1999-12-04,2000-01-08,72,
22699,Jay-Z,Anything,221,2000-02-26,2000-03-11,72,
22700,3 Doors Down,Loser,264,2000-10-21,2000-12-02,72,
22701,Brooks & Dunn,You'll Always Be Loved By Me,178,2000-06-10,2000-09-09,72,
22702,"Chesney, Kenny",What I Need To Do,245,2000-04-01,2000-06-10,72,
22703,"Stone, Angie",No More Rain (In This Cloud),282,1999-12-25,2000-01-22,72,
22704,Da Brat,That's What I'm Looking For,224,2000-02-26,2000-04-15,72,
22705,SheDaisy,This Woman Needs,200,2000-02-05,2000-03-04,72,
22706,Papa Roach,Last Resort,199,2000-07-29,2000-12-02,72,
22707,"Adams, Yolanda",Open My Heart,330,2000-08-26,2000-10-21,72,
22708,Shyne,Bad Boyz,262,2000-09-09,2000-10-28,72,
22709,R.E.M.,The Great Beyond,250,1999-12-25,2000-01-29,72,
22710,"Diffie, Joe",It's Always Somethin',175,2000-08-12,2000-09-16,72,
22711,"McGraw, Tim",Some Things Never Change,236,2000-05-13,2000-07-01,72,
22712,"Henley, Don",Taking You Home,248,2000-06-24,2000-08-05,72,
22713,Eminem,The Way I Am,280,2000-08-26,2000-09-30,72,
22714,Nas,You Owe Me,231,2000-03-25,2000-04-15,72,
22715,Sister Hazel,Change Your Mind,242,2000-07-15,2000-08-05,72,
22716,Puff Daddy,Best Friend,333,2000-02-12,2000-02-19,72,
22717,"McBride, Martina",There You Are,206,2000-09-09,2000-10-21,72,
22718,Usher,Pop Ya Collar,216,2000-11-04,2000-11-18,72,
22719,Lil' Kim,No Matter What They Say,252,2000-07-15,2000-08-05,72,
22720,LFO,I Don't Wanna Kiss You Goodnight,300,2000-04-15,2000-04-22,72,
22721,SheDaisy,Deck The Halls,226,1999-12-25,2000-01-01,72,
22722,Splender,I Think God Can Explain,235,2000-06-10,2000-06-24,72,
22723,"Simpson, Jessica",Where You Are,231,2000-04-01,2000-04-15,72,
22724,M2M,Mirror Mirror,199,2000-04-01,2000-05-27,72,
22725,Kumbia Kings,U Don't Love Me,230,2000-03-04,2000-03-18,72,
22726,Joe,Treat Her Like A Lady,252,2000-08-05,2000-08-19,72,
22727,"Blige, Mary J.",Deep Inside,326,1999-11-13,2000-01-22,72,
22728,"Price, Kelly",You Should've Told Me,192,2000-09-23,2000-12-02,72,
22729,Changing Faces,That Other Woman,240,2000-09-30,2000-10-28,72,
22730,"Wright, Chely",It Was,231,2000-03-04,2000-04-15,72,
22731,Limp Bizkit,Rollin',244,2000-11-11,2000-12-09,72,
22732,Hot Boys,I Need A Hot Girl,256,2000-02-19,2000-03-11,72,
22733,Jay-Z,Do It Again (Put Ya Hands Up),227,2000-01-15,2000-01-29,72,
22734,"Adkins, Trace",More,185,2000-04-29,2000-06-17,72,
22735,"Dixie Chicks, The",Cold Day In July,312,2000-06-24,2000-08-05,72,
22736,"Price, Kelly",As We Lay,380,2000-07-15,2000-08-05,72,
22737,DMX,What's My Name,230,2000-01-15,2000-02-12,72,
22738,"Martin, Ricky",Private Emotion,242,2000-03-11,2000-03-18,72,
22739,Nine Days,If I Am,258,2000-12-02,2000-12-02,72,
22740,"Blige, Mary J.",Give Me You,300,2000-04-15,2000-05-13,72,
22741,Red Hot Chili Peppers,Californication,321,2000-07-29,2000-10-14,72,
22742,Third Eye Blind,Deep Inside Of You,250,2000-09-02,2000-10-07,72,
22743,"Brooks, Garth",Do What You Gotta Do,176,2000-02-19,2000-03-18,72,
22744,"Offspring, The",Original Prankster,222,2000-11-25,2000-12-09,72,
22745,"Anthony, Marc",My Baby You,239,2000-09-16,2000-10-07,72,
22746,"Houston, Whitney","Same Script, Different Cast",285,2000-06-17,2000-07-15,72,
22747,D'Angelo,Left & Right,275,1999-12-11,2000-01-01,72,
22748,"Kravitz, Lenny",I Belong To You,257,2000-03-25,2000-04-08,72,
22749,"Loveless, Patty",That's The Kind Of Mood I'm In,207,2000-09-16,2000-11-18,72,
22750,Q-Tip,Breathe And Stop,246,2000-01-22,2000-01-22,72,
22751,"Rimes, LeAnn",Can't Fight The Moonlight,213,2000-09-09,2000-09-16,72,
22752,Lil Wayne,Tha Block Is Hot,253,1999-12-04,2000-01-08,72,
22753,2 Pac,Baby Don't Cry (Keep Ya Head Up II),262,2000-02-26,2000-03-11,72,
22754,"Wallflowers, The",Sleepwalker,209,2000-10-28,2000-10-28,72,
22755,Drama,"Left, Right, Left",217,2000-02-12,2000-03-18,72,
22756,Limp Bizkit,N 2 Gether Now,235,1999-12-04,2000-01-08,72,
22757,Lox,"Ryde or Die, Chick",236,2000-03-18,2000-03-25,72,
22758,Ying Yang Twins,Whistle While You Twurk,259,2000-03-18,2000-04-29,72,
22759,"Walker, Clay","Live, Laugh, Love",246,1999-12-04,2000-01-22,72,
22760,Metallica,No Leaf Clover (Live),343,2000-02-12,2000-03-11,72,
22761,Yankee Grey,Another Nine Minutes,190,2000-04-29,2000-05-20,72,
22762,"Bega, Lou",Tricky Tricky ,203,2000-01-29,2000-02-05,72,
22763,Big Punisher,It's So Hard,205,2000-04-22,2000-05-06,72,
22764,"Worley, Darryl",When You Need My Love,215,2000-06-17,2000-09-02,72,
22765,Lil' Kim,How Many Licks?,230,2000-11-25,2000-12-02,72,
22766,"Clark, Terri",A Little Gasoline,187,2000-12-16,2000-12-16,72,
22767,"Brock, Chad",A Country Boy Can Survive,234,2000-01-01,2000-01-08,72,
22768,"Cagle, Chris",My Love Goes On And On,182,2000-10-21,2000-12-02,72,
22769,"Byrd, Tracy",Put Your Hand In Mine,270,2000-01-29,2000-02-12,72,
22770,Metallica,I Disappear,266,2000-05-13,2000-06-17,72,
22771,Jay-Z,Hey Papi,220,2000-08-12,2000-10-07,72,
22772,Fatboy Slim,The Rockafeller Skank,240,1999-11-13,2000-01-22,72,
22773,"Levert, Gerald",Mr. Too Damn Good,246,2000-03-18,2000-04-08,72,
22774,"McKnight, Brian",Stay Or Let It Go,272,2000-02-26,2000-03-25,72,
22775,"Allan, Gary",Smoke Rings In The Dark,258,2000-01-22,2000-02-05,72,
22776,Ginuwine,The Best Man I Can Be,246,2000-01-08,2000-03-04,72,
22777,Before Dark,Monica,244,2000-05-20,2000-06-17,72,
22778,"Estefan, Gloria",No Me Dejes De Querer,205,2000-06-10,2000-06-10,72,
22779,Stone Temple Pilots,Sour Girl,256,2000-07-08,2000-07-29,72,
22780,Montgomery Gentry,Daddy Won't Sell The Farm,258,2000-03-04,2000-03-25,72,
22781,"Cyrus, Billy Ray",You Won't Be Lonely Now,225,2000-09-23,2000-11-11,72,
22782,Clark Family Experience,Meanwhile Back At The Ranch,176,2000-11-18,2000-12-16,72,
22783,"Thomas, Carl",Summer Rain,297,2000-09-23,2000-10-14,72,
22784,"Yearwood, Trisha",Real Live Woman,235,2000-04-01,2000-04-29,72,
22785,Trick Daddy,Shut Up,257,2000-05-20,2000-06-17,72,
22786,"Moore, Chante",Straight Up,220,2000-10-28,2000-12-02,72,
22787,Cam'ron,What Means The World To You,278,2000-10-14,2000-11-18,72,
22788,Juvenile,U Understand,231,2000-02-05,2000-02-12,72,
22789,"Hollister, Dave",Can't Stay,377,2000-03-25,2000-03-25,72,
22790,Tamia,Can't Go For That,218,2000-09-16,2000-09-30,72,
22791,LFO,West Side Story,207,2000-08-05,2000-08-12,72,
22792,"Paisley, Brad",Me Neither,199,2000-05-13,2000-05-20,72,
22793,"Carter, Torrey",Take That,223,2000-06-24,2000-07-08,72,
22794,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),195,2000-09-02,2000-09-09,72,
22795,Madison Avenue,Don't Call Me Baby,224,2000-07-08,2000-09-16,72,
22796,Eve,Got It All,228,2000-07-15,2000-07-22,72,
22797,Limp Bizkit,Re-Arranged,248,1999-12-04,2000-02-05,72,
22798,"Spencer, Tracie",Still In My Heart,251,2000-03-04,2000-03-11,72,
22799,Nu Flavor,3 Little Words,234,2000-06-03,2000-06-17,72,
22800,Tamar,If You Don't Wanna Love Me,242,2000-03-25,2000-04-15,72,
22801,"Levert, Gerald",Baby U Are,250,2000-08-19,2000-08-26,72,
22802,"Hart, Beth",L.A. Song,227,1999-11-27,2000-01-15,72,
22803,"Diffie, Joe",The Quittin' Kind,203,2000-01-01,2000-01-22,72,
22804,Funkmaster Flex,Do You,254,2000-11-11,2000-12-02,72,
22805,"Price, Kelly",Love Sets You Free,226,2000-05-13,2000-05-20,72,
22806,En Vogue,Riddle,310,2000-06-17,2000-06-17,72,
22807,"Herndon, Ty",No Mercy,283,2000-03-18,2000-05-06,72,
22808,Anastacia,I'm Outta Love,241,2000-04-01,2000-04-01,72,
22809,Trina,Pull Over,178,2000-09-09,2000-09-16,72,
22810,Lil' Mo,Ta Da,257,2000-08-12,2000-09-16,72,
22811,A*Teens,Dancing Queen,224,2000-07-08,2000-07-29,72,
22812,"Sheist, Shade",Where I Wanna Be,256,2000-11-11,2000-11-18,72,
22813,De La Soul,All Good?,302,2000-12-23,2000-12-23,72,
22814,"Larrieux, Amel",Get Up,242,2000-03-04,2000-03-11,72,
22815,"Braxton, Toni",Spanish Guitar,264,2000-12-02,2000-12-02,72,
22816,Tuesday,I Know,246,2000-12-30,2000-12-30,72,
22817,LL Cool J,Imagine That,240,2000-08-12,2000-08-19,72,
22818,Master P,Souljas,213,2000-11-18,2000-11-18,72,
22819,Ghostface Killah,Cherchez LaGhost,184,2000-08-05,2000-08-05,72,
22820,"Smith, Will",Freakin' It,238,2000-02-12,2000-02-12,72,
22821,Zombie Nation,Kernkraft 400,210,2000-09-02,2000-09-02,72,
22822,"Eastsidaz, The",Got Beef,238,2000-07-01,2000-07-01,72,
22823,Fragma,Toca's Miracle,202,2000-10-28,2000-10-28,72,
22824,Destiny's Child,Independent Women Part I,218,2000-09-23,2000-11-18,73,
22825,Santana,"Maria, Maria",258,2000-02-12,2000-04-08,73,
22826,Savage Garden,I Knew I Loved You,247,1999-10-23,2000-01-29,73,
22827,Madonna,Music,225,2000-08-12,2000-09-16,73,
22828,"Aguilera, Christina",Come On Over Baby (All I Want Is You),218,2000-08-05,2000-10-14,73,
22829,Janet,Doesn't Really Matter,257,2000-06-17,2000-08-26,73,
22830,Destiny's Child,Say My Name,271,1999-12-25,2000-03-18,73,
22831,"Iglesias, Enrique",Be With You,216,2000-04-01,2000-06-24,73,
22832,Sisqo,Incomplete,232,2000-06-24,2000-08-12,73,
22833,Lonestar,Amazed,265,1999-06-05,2000-03-04,73,
22834,N'Sync,It's Gonna Be Me,190,2000-05-06,2000-07-29,73,
22835,"Aguilera, Christina",What A Girl Wants,198,1999-11-27,2000-01-15,73,
22836,Vertical Horizon,Everything You Want,241,2000-01-22,2000-07-15,73,
22837,Creed,With Arms Wide Open,232,2000-05-13,2000-11-11,73,
22838,Aaliyah,Try Again,243,2000-03-18,2000-06-17,73,
22839,matchbox twenty,Bent,252,2000-04-29,2000-07-22,73,
22840,"Carey, Mariah",Thank God I Found You,254,1999-12-11,2000-02-19,73,
22841,"Hill, Faith",Breathe,244,1999-11-06,2000-04-22,73,
22842,Mya,Case Of The Ex (Whatcha Gonna Do),230,2000-08-19,2000-12-02,73,
22843,Dream,He Loves U Not,223,2000-09-30,2000-12-30,73,
22844,"Braxton, Toni",He Wasn't Man Enough,261,2000-03-18,2000-05-06,73,
22845,"Anthony, Marc",You Sang To Me,230,2000-02-26,2000-06-03,73,
22846,98¡,Give Me Just One Night (Una Noche),204,2000-08-19,2000-09-30,73,
22847,Destiny's Child,Jumpin' Jumpin',228,2000-05-13,2000-08-19,73,
